;,,,,,,,,,,,,
;  Proficy Historian SDK Data Export ,,,,,,,,,,,,
;  Generated: 05/18/2023 09:55:15 AM,,,,,,,,,,,,
;  Start Time: 02/21/2023 10:30:00 AM,,,,,,,,,,,,
;  End Time: 02/22/2023 12:30:00 AM,,,,,,,,,,,,
;  Interval: 60000 milliseconds,,,,,,,,,,,,
;  Records Returned: 840,,,,,,,,,,,,
;,,,,,,,,,,,,
Timestamp,Elapsed [s], SPLYO.CONDENSER_TEMPERATURE.F_CV, SPLYO.SHELF_OUTLET.F_CV, SPLYO.SHELF_INLET.F_CV, SPLYO.SHELF_SP.F_CV, SPLYO.TC_AVG.F_CV, SPLYO.VACUUM_SP.F_CV, SPLYO.CHAMBER_CM.F_CV, SPLYO.ROUGH_VACUUM.F_CV, SPLYO.CHAMBER_PIRANI.F_CV, SPLYO.CONDENSER_VACUUM.F_CV, SPLYO.CHAMBER_PRESSURE.F_CV
2/22/2023 0:18,49620,-79.1,-15.4,-14.9,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:19,49680,-79.1,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:20,49740,-79,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:21,49800,-79.1,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:22,49860,-79,-15.4,-15,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:23,49920,-79.1,-15.4,-15,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:24,49980,-79.1,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:25,50040,-79.1,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:26,50100,-79.1,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:27,50160,-79.1,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:28,50220,-79.1,-15.4,-15,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:29,50280,-79,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:30,50340,-79,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 0:32,50460,-79.1,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:33,50520,-79.1,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:34,50580,-79.1,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:35,50640,-79.1,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 0:36,50700,-79.1,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 0:37,50760,-79.1,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:38,50820,-79.1,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 0:39,50880,-79,-15.4,-14.9,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:40,50940,-79,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:41,51000,-79,-15.4,-15,-15,0,100,101,0,103,91,-15.6
2/22/2023 0:42,51060,-79.1,-15.4,-14.9,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:43,51120,-79.1,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:44,51180,-79.1,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:45,51240,-79.2,-15.4,-14.8,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:46,51300,-79.2,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:47,51360,-79.1,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:48,51420,-79.2,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:49,51480,-79.2,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:50,51540,-79.2,-15.4,-14.9,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:51,51600,-79.2,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:52,51660,-79.2,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 0:53,51720,-79.3,-15.4,-14.9,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:54,51780,-79.3,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 0:55,51840,-79.3,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:56,51900,-79.3,-15.4,-14.9,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:57,51960,-79.4,-15.4,-14.9,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:58,52020,-79.4,-15.4,-15,-15,0,100,101,0,103,91,-15.6
2/22/2023 0:59,52080,-79.4,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 1:00,52140,-79.4,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:01,52200,-79.4,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 1:02,52260,-79.4,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:03,52320,-79.4,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:04,52380,-79.4,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:05,52440,-79.5,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:06,52500,-79.4,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 1:07,52560,-79.4,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:08,52620,-79.4,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 1:09,52680,-79.4,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:10,52740,-79.4,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:11,52800,-79.4,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:12,52860,-79.4,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:13,52920,-79.4,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:14,52980,-79.4,-15.4,-15,-15,0,100,99,0,102,90,-15.6
2/22/2023 1:15,53040,-79.4,-15.4,-15,-15,0,100,101,0,103,91,-15.6
2/22/2023 1:16,53100,-79.4,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:17,53160,-79.4,-15.4,-14.9,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:18,53220,-79.4,-15.4,-14.9,-15,0,100,100,0,103,91,-15.6
2/22/2023 1:19,53280,-79.4,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:20,53340,-79.4,-15.4,-15,-15,0,100,101,0,103,91,-15.6
2/22/2023 1:21,53400,-79.4,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 1:22,53460,-79.5,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 1:23,53520,-79.5,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 1:24,53580,-79.5,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 1:25,53640,-79.5,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
2/22/2023 1:26,53700,-79.5,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:27,53760,-79.5,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 1:28,53820,-80.3,-15.4,-13.5,20,0,70,97,0,99,87,-15.6
2/22/2023 1:29,53880,-83.7,-13.5,-10.7,20,0,70,90,0,93,81,-15.6
2/22/2023 1:30,53940,-85.4,-11.1,-8.1,20,0,70,86,0,89,76,-15.6
2/22/2023 1:31,54000,-86.2,-8.6,-5.6,20,0,70,83,0,87,73,-15.6
2/22/2023 1:32,54060,-86.5,-6.2,-3.2,20,0,70,81,0,85,71,-15.6
2/22/2023 1:33,54120,-86.6,-3.7,-0.8,20,0,70,79,0,83,70,-15.6
2/22/2023 1:34,54180,-86.8,-1.4,1.5,20,0,70,78,0,82,68,-15.6
2/22/2023 1:35,54240,-87,0.9,3.8,20,0,70,77,0,82,68,-15.6
2/22/2023 1:36,54300,-87.1,3.2,6,20,0,70,76,0,81,67,-15.6
2/22/2023 1:37,54360,-87.2,5.4,8.2,20,0,70,76,0,81,67,-15.6
2/22/2023 1:38,54420,-87.3,7.7,10.5,20,0,70,76,0,81,67,-15.6
2/22/2023 1:39,54480,-87.2,9.8,12.6,20,0,70,76,0,81,66,-15.6
2/22/2023 1:40,54540,-87.2,12,14.8,20,0,70,75,0,81,66,-15.6
2/22/2023 1:41,54600,-87.2,14.2,17,20,0,70,76,0,81,66,-15.6
2/22/2023 1:42,54660,-87,16.3,18.8,20,0,70,76,0,81,66,-15.6
2/22/2023 1:43,54720,-86.2,17.8,19.6,20,0,70,76,0,82,66,-15.6
2/22/2023 1:44,54780,-85.7,18.7,20.1,20,0,70,76,0,81,66,-15.6
2/22/2023 1:45,54840,-85.1,19.2,20.2,20,0,70,76,0,82,66,-15.6
2/22/2023 1:46,54900,-84.4,19.4,20.3,20,0,70,76,0,82,66,-15.6
2/22/2023 1:47,54960,-83.9,19.4,20.3,20,0,70,76,0,82,66,-15.6
2/22/2023 1:48,55020,-83.4,19.4,20.3,20,0,70,76,0,81,66,-15.6
2/22/2023 1:49,55080,-83.1,19.4,20.2,20,0,70,76,0,81,66,-15.6
2/22/2023 1:50,55140,-82.8,19.4,20.2,20,0,70,76,0,81,66,-15.6
2/22/2023 1:51,55200,-82.5,19.3,20.1,20,0,70,76,0,81,66,-15.6
2/22/2023 1:52,55260,-82.3,19.3,20.1,20,0,70,76,0,81,66,-15.6
2/22/2023 1:53,55320,-82.3,19.3,20.2,20,0,70,76,0,81,66,-15.6
2/22/2023 1:54,55380,-82.3,19.3,20.2,20,0,70,76,0,81,66,-15.6
2/22/2023 1:55,55440,-82.2,19.3,20.1,20,0,70,76,0,81,66,-15.6
2/22/2023 1:56,55500,-82.2,19.4,20.1,20,0,70,76,0,81,66,-15.6
2/22/2023 1:57,55560,-82.1,19.3,20.1,20,0,70,75,0,81,66,-15.6
2/22/2023 1:58,55620,-82.1,19.3,20.1,20,0,70,75,0,81,66,-15.6
2/22/2023 1:59,55680,-82.1,19.3,20.1,20,0,70,75,0,81,66,-15.6
2/22/2023 2:00,55740,-82,19.3,20.1,20,0,70,75,0,81,66,-15.6
2/22/2023 2:01,55800,-82,19.3,20.1,20,0,70,75,0,81,66,-15.6
2/22/2023 2:02,55860,-82,19.3,20.1,20,0,70,75,0,81,66,-15.6
2/22/2023 2:03,55920,-82,19.3,20.2,20,0,70,75,0,81,66,-15.6
2/22/2023 2:04,55980,-81.9,19.3,20.2,20,0,70,75,0,80,66,-15.6
2/22/2023 2:05,56040,-81.9,19.3,20.1,20,0,70,75,0,80,66,-15.6
2/22/2023 2:06,56100,-81.9,19.3,20.1,20,0,70,75,0,80,66,-15.6
2/22/2023 2:07,56160,-81.8,19.3,20.1,20,0,70,75,0,80,66,-15.6
2/22/2023 2:08,56220,-81.9,19.3,20.2,20,0,70,75,0,80,65,-15.6
2/22/2023 2:09,56280,-82,19.3,20.2,20,0,70,75,0,80,65,-15.6
2/22/2023 2:10,56340,-82.1,19.3,20.2,20,0,70,75,0,80,65,-15.6
2/22/2023 2:11,56400,-82.1,19.3,20.1,20,0,70,74,0,80,65,-15.6
2/22/2023 2:12,56460,-82.1,19.3,20.1,20,0,70,74,0,80,65,-15.6
2/22/2023 2:13,56520,-82.1,19.3,20.1,20,0,70,74,0,80,65,-15.6
2/22/2023 2:14,56580,-82.2,19.4,20.1,20,0,70,74,0,80,65,-15.6
2/22/2023 2:15,56640,-82.2,19.3,20.2,20,0,70,74,0,80,65,-15.6
2/22/2023 2:16,56700,-82.2,19.3,20.2,20,0,70,74,0,80,65,-15.6
2/22/2023 2:17,56760,-82.2,19.3,20.1,20,0,70,74,0,80,65,-15.6
2/22/2023 2:18,56820,-82.2,19.4,20.1,20,0,70,74,0,80,65,-15.6
2/22/2023 2:19,56880,-82.2,19.3,20.2,20,0,70,74,0,79,65,-15.6
2/22/2023 2:20,56940,-82.2,19.4,20.1,20,0,70,74,0,79,64,-15.6
2/22/2023 2:21,57000,-82.2,19.4,20.1,20,0,70,74,0,79,64,-15.6
2/22/2023 2:22,57060,-82.2,19.4,20.1,20,0,70,74,0,79,64,-15.6
2/22/2023 2:23,57120,-82.2,19.4,20.2,20,0,70,74,0,79,64,-15.6
2/22/2023 2:24,57180,-82.2,19.4,20.1,20,0,70,73,0,79,64,-15.6
2/22/2023 2:25,57240,-82.2,19.4,20.2,20,0,70,73,0,79,64,-15.6
2/22/2023 2:26,57300,-82.2,19.4,20.1,20,0,70,73,0,79,64,-15.6
2/22/2023 2:27,57360,-82.2,19.4,20.1,20,0,70,73,0,79,64,-15.6
2/22/2023 2:28,57420,-82.2,19.4,20.1,20,0,70,73,0,79,64,-15.6
2/22/2023 2:29,57480,-82.2,19.4,20.1,20,0,70,73,0,79,64,-15.6
2/22/2023 2:30,57540,-82.2,19.4,20.1,20,0,70,73,0,79,64,-15.6
2/22/2023 2:31,57600,-82.2,19.4,20.1,20,0,70,73,0,79,64,-15.6
2/22/2023 2:32,57660,-82.2,19.4,20.1,20,0,70,73,0,79,64,-15.6
2/22/2023 2:33,57720,-82.2,19.4,20.1,20,0,70,73,0,78,64,-15.6
2/22/2023 2:34,57780,-82.2,19.4,20.2,20,0,70,73,0,78,64,-15.6
2/22/2023 2:35,57840,-82.2,19.4,20.1,20,0,70,73,0,78,64,-15.6
2/22/2023 2:36,57900,-82.2,19.4,20.1,20,0,70,73,0,78,64,-15.6
2/22/2023 2:37,57960,-82.2,19.4,20.1,20,0,70,73,0,78,63,-15.6
2/22/2023 2:38,58020,-82.2,19.4,20.1,20,0,70,73,0,78,63,-15.6
2/22/2023 2:39,58080,-82.2,19.4,20.1,20,0,70,73,0,78,63,-15.6
2/22/2023 2:40,58140,-82.2,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:41,58200,-82.1,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:42,58260,-82.2,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:43,58320,-82.2,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:44,58380,-82.2,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:45,58440,-82.2,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:46,58500,-82.3,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:47,58560,-82.2,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:48,58620,-82.2,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:49,58680,-82.2,19.4,20.1,20,0,70,72,0,78,63,-15.6
2/22/2023 2:50,58740,-82.2,19.4,20.1,20,0,70,72,0,77,63,-15.6
2/22/2023 2:51,58800,-82.2,19.4,20.1,20,0,70,72,0,77,63,-15.6
2/22/2023 2:52,58860,-82.2,19.4,20.1,20,0,70,72,0,77,63,-15.6
2/22/2023 2:53,58920,-82.2,19.4,20.1,20,0,70,72,0,77,62,-15.6
2/22/2023 2:54,58980,-82.2,19.4,20.1,20,0,70,72,0,77,62,-15.6
2/22/2023 2:55,59040,-82.2,19.4,20.1,20,0,70,71,0,77,62,-15.6
2/22/2023 2:56,59100,-82.2,19.4,20.1,20,0,70,71,0,77,62,-15.6
2/22/2023 2:57,59160,-82.2,19.4,20.1,20,0,70,71,0,77,62,-15.6
2/22/2023 2:58,59220,-82.2,19.4,20.1,20,0,70,71,0,77,62,-15.6
2/22/2023 2:59,59280,-82.2,19.4,20.1,20,0,70,71,0,77,62,-15.6
2/22/2023 3:00,59340,-82.2,19.4,20.1,20,0,70,71,0,77,62,-15.6
2/22/2023 3:01,59400,-82.2,19.4,20.1,20,0,70,71,0,76,62,-15.6
