;,,,,,,,,,,,,
;  Proficy Historian SDK Data Export ,,,,,,,,,,,,
;  Generated: 05/18/2023 09:55:15 AM,,,,,,,,,,,,
;  Start Time: 02/21/2023 10:30:00 AM,,,,,,,,,,,,
;  End Time: 02/22/2023 12:30:00 AM,,,,,,,,,,,,
;  Interval: 60000 milliseconds,,,,,,,,,,,,
;  Records Returned: 840,,,,,,,,,,,,
;,,,,,,,,,,,,
Timestamp,Elapsed [s], SPLYO.CONDENSER_TEMPERATURE.F_CV, SPLYO.SHELF_OUTLET.F_CV, SPLYO.SHELF_INLET.F_CV, SPLYO.SHELF_SP.F_CV, SPLYO.TC_AVG.F_CV, SPLYO.VACUUM_SP.F_CV, SPLYO.CHAMBER_CM.F_CV, SPLYO.ROUGH_VACUUM.F_CV, SPLYO.CHAMBER_PIRANI.F_CV, SPLYO.CONDENSER_VACUUM.F_CV, SPLYO.CHAMBER_PRESSURE.F_CV
2/21/2023 19:39,32880,-78.1,-15.4,-14.8,-15,0,100,101,0,157,90,-15.6
2/21/2023 19:40,32940,-78.2,-15.4,-14.8,-15,0,100,100,0,157,90,-15.6
2/21/2023 19:41,33000,-78.1,-15.4,-14.8,-15,0,100,101,0,157,90,-15.6
2/21/2023 19:42,33060,-78.1,-15.4,-14.9,-15,0,100,100,0,157,90,-15.7
2/21/2023 19:43,33120,-78.1,-15.4,-14.8,-15,0,100,100,0,156,90,-15.6
2/21/2023 19:44,33180,-78.1,-15.4,-14.9,-15,0,100,101,0,157,90,-15.6
2/21/2023 19:45,33240,-78.1,-15.4,-14.9,-15,0,100,99,0,155,89,-15.6
2/21/2023 19:46,33300,-78,-15.4,-14.9,-15,0,100,100,0,157,90,-15.7
2/21/2023 19:47,33360,-78.1,-15.4,-14.9,-15,0,100,100,0,157,90,-15.6
2/21/2023 19:48,33420,-78.1,-15.4,-14.8,-15,0,100,100,0,156,89,-15.6
2/21/2023 19:49,33480,-78.1,-15.4,-14.8,-15,0,100,100,0,156,90,-15.6
2/21/2023 19:50,33540,-78.2,-15.4,-14.8,-15,0,100,101,0,157,90,-15.6
2/21/2023 19:51,33600,-78.2,-15.4,-14.8,-15,0,100,99,0,155,89,-15.6
2/21/2023 19:52,33660,-78.2,-15.4,-14.9,-15,0,100,100,0,156,90,-15.6
2/21/2023 19:53,33720,-78.2,-15.4,-14.8,-15,0,100,100,0,157,90,-15.6
2/21/2023 19:54,33780,-78.3,-15.4,-14.9,-15,0,100,99,0,155,88,-15.6
2/21/2023 19:55,33840,-78.2,-15.4,-14.9,-15,0,100,100,0,155,90,-15.6
2/21/2023 19:56,33900,-78.2,-15.4,-14.9,-15,0,100,101,0,157,90,-15.6
2/21/2023 19:57,33960,-78.3,-15.4,-14.9,-15,0,100,101,0,157,90,-15.6
2/21/2023 19:58,34020,-78.3,-15.4,-14.8,-15,0,100,100,0,156,90,-15.6
2/21/2023 19:59,34080,-78.3,-15.4,-14.9,-15,0,100,100,0,156,90,-15.6
2/21/2023 20:00,34140,-78.3,-15.4,-14.8,-15,0,100,100,0,156,90,-15.6
2/21/2023 20:01,34200,-78.4,-15.4,-14.8,-15,0,100,100,0,155,90,-15.6
2/21/2023 20:02,34260,-78.4,-15.4,-14.8,-15,0,100,100,0,154,89,-15.6
2/21/2023 20:03,34320,-78.3,-15.4,-14.8,-15,0,100,100,0,155,90,-15.6
2/21/2023 20:04,34380,-78.3,-15.4,-14.9,-15,0,100,100,0,155,89,-15.6
2/21/2023 20:05,34440,-78.3,-15.4,-14.9,-15,0,100,100,0,156,90,-15.6
2/21/2023 20:06,34500,-78.2,-15.4,-14.9,-15,0,100,100,0,156,90,-15.6
2/21/2023 20:07,34560,-78.3,-15.4,-14.8,-15,0,100,99,0,153,88,-15.6
2/21/2023 20:08,34620,-78.3,-15.4,-14.8,-15,0,100,101,0,156,90,-15.6
2/21/2023 20:09,34680,-78.3,-15.4,-14.8,-15,0,100,101,0,156,90,-15.6
2/21/2023 20:10,34740,-78.3,-15.4,-14.8,-15,0,100,100,0,155,89,-15.6
2/21/2023 20:11,34800,-78.3,-15.4,-14.9,-15,0,100,100,0,155,90,-15.6
2/21/2023 20:12,34860,-78.3,-15.4,-14.9,-15,0,100,101,0,156,90,-15.6
2/21/2023 20:13,34920,-78.3,-15.4,-14.9,-15,0,100,101,0,156,90,-15.6
2/21/2023 20:14,34980,-78.3,-15.4,-14.8,-15,0,100,101,0,156,90,-15.6
2/21/2023 20:15,35040,-78.3,-15.4,-14.8,-15,0,100,100,0,156,90,-15.6
2/21/2023 20:16,35100,-78.2,-15.4,-14.9,-15,0,100,99,0,153,89,-15.6
2/21/2023 20:17,35160,-77.8,-15.4,-15,-15,0,100,126,0,198,115,-15.6
2/21/2023 20:18,35220,-78.2,-15.4,-14.8,-15,0,100,101,0,156,90,-15.6
2/21/2023 20:19,35280,-78.2,-15.4,-14.8,-15,0,100,100,0,155,90,-15.6
2/21/2023 20:20,35340,-78.1,-15.4,-14.9,-15,0,100,101,0,156,90,-15.6
2/21/2023 20:21,35400,-78.1,-15.4,-14.9,-15,0,100,101,0,155,90,-15.6
2/21/2023 20:22,35460,-78.1,-15.4,-14.9,-15,0,100,100,0,154,90,-15.6
2/21/2023 20:23,35520,-78.2,-15.4,-14.9,-15,0,100,100,0,155,90,-15.6
2/21/2023 20:24,35580,-78.2,-15.4,-14.9,-15,0,100,100,0,154,90,-15.6
2/21/2023 20:25,35640,-78.3,-15.4,-14.8,-15,0,100,100,0,155,90,-15.6
2/21/2023 20:26,35700,-78.3,-15.4,-14.9,-15,0,100,100,0,155,90,-15.6
2/21/2023 20:27,35760,-78.3,-15.4,-14.9,-15,0,100,99,0,154,89,-15.6
2/21/2023 20:28,35820,-78.4,-15.4,-14.9,-15,0,100,100,0,155,90,-15.6
2/21/2023 20:29,35880,-78.4,-15.4,-14.8,-15,0,100,100,0,154,90,-15.6
2/21/2023 20:30,35940,-78.4,-15.4,-14.9,-15,0,100,100,0,154,90,-15.6
2/21/2023 20:31,36000,-78.4,-15.4,-14.9,-15,0,100,101,0,154,90,-15.6
2/21/2023 20:32,36060,-78.4,-15.4,-14.9,-15,0,100,99,0,154,89,-15.6
2/21/2023 20:33,36120,-78.4,-15.4,-14.8,-15,0,100,100,0,154,90,-15.6
2/21/2023 20:34,36180,-78.4,-15.4,-14.9,-15,0,100,100,0,154,90,-15.6
2/21/2023 20:35,36240,-78.5,-15.4,-14.9,-15,0,100,100,0,154,90,-15.6
2/21/2023 20:36,36300,-78.5,-15.4,-14.8,-15,0,100,99,0,152,88,-15.6
2/21/2023 20:37,36360,-78.6,-15.4,-14.8,-15,0,100,101,0,153,90,-15.6
2/21/2023 20:38,36420,-78.6,-15.4,-14.9,-15,0,100,101,0,154,90,-15.6
2/21/2023 20:39,36480,-78.5,-15.4,-14.9,-15,0,100,99,0,153,89,-15.6
2/21/2023 20:40,36540,-78.5,-15.4,-14.9,-15,0,100,101,0,154,91,-15.6
2/21/2023 20:41,36600,-78.5,-15.4,-14.9,-15,0,100,99,0,151,89,-15.6
2/21/2023 20:42,36660,-78.5,-15.4,-14.8,-15,0,100,100,0,153,90,-15.6
2/21/2023 20:43,36720,-78.4,-15.4,-14.8,-15,0,100,100,0,153,90,-15.6
2/21/2023 20:44,36780,-78.4,-15.4,-14.9,-15,0,100,99,0,151,89,-15.6
2/21/2023 20:45,36840,-78.3,-15.4,-14.9,-15,0,100,100,0,152,90,-15.6
2/21/2023 20:46,36900,-78.3,-15.4,-14.9,-15,0,100,101,0,153,90,-15.6
2/21/2023 20:47,36960,-78.4,-15.4,-14.9,-15,0,100,101,0,152,90,-15.6
2/21/2023 20:48,37020,-78.4,-15.4,-15,-15,0,100,100,0,152,90,-15.6
2/21/2023 20:49,37080,-78.4,-15.4,-14.8,-15,0,100,100,0,152,90,-15.6
2/21/2023 20:50,37140,-78.5,-15.4,-14.8,-15,0,100,101,0,154,91,-15.6
2/21/2023 20:51,37200,-78.4,-15.4,-14.9,-15,0,100,100,0,152,90,-15.6
2/21/2023 20:52,37260,-78.5,-15.4,-14.9,-15,0,100,99,0,150,89,-15.6
2/21/2023 20:53,37320,-78.5,-15.4,-14.9,-15,0,100,100,0,151,90,-15.6
2/21/2023 20:54,37380,-78.4,-15.4,-14.9,-15,0,100,101,0,151,90,-15.6
2/21/2023 20:55,37440,-78.5,-15.4,-14.8,-15,0,100,100,0,151,90,-15.6
2/21/2023 20:56,37500,-78.5,-15.4,-14.9,-15,0,100,100,0,151,90,-15.6
2/21/2023 20:57,37560,-78.4,-15.4,-14.8,-15,0,100,101,0,151,90,-15.6
2/21/2023 20:58,37620,-78.5,-15.4,-14.9,-15,0,100,101,0,151,91,-15.6
2/21/2023 20:59,37680,-78.4,-15.4,-14.9,-15,0,100,99,0,149,89,-15.6
2/21/2023 21:00,37740,-78.4,-15.4,-14.9,-15,0,100,100,0,149,90,-15.6
2/21/2023 21:01,37800,-78.5,-15.4,-15,-15,0,100,100,0,150,90,-15.6
2/21/2023 21:02,37860,-78.5,-15.4,-14.9,-15,0,100,101,0,150,91,-15.6
2/21/2023 21:03,37920,-78.5,-15.4,-14.8,-15,0,100,100,0,149,90,-15.6
2/21/2023 21:04,37980,-78.5,-15.4,-14.8,-15,0,100,101,0,150,90,-15.6
2/21/2023 21:05,38040,-78.4,-15.4,-14.9,-15,0,100,100,0,150,90,-15.6
2/21/2023 21:06,38100,-78.4,-15.4,-14.9,-15,0,100,100,0,149,90,-15.6
2/21/2023 21:07,38160,-78.4,-15.4,-14.9,-15,0,100,100,0,148,89,-15.6
2/21/2023 21:08,38220,-78.4,-15.4,-14.9,-15,0,100,100,0,149,90,-15.6
2/21/2023 21:09,38280,-78.5,-15.4,-14.9,-15,0,100,99,0,148,89,-15.6
2/21/2023 21:10,38340,-78.5,-15.4,-14.8,-15,0,100,100,0,148,90,-15.6
2/21/2023 21:11,38400,-78.5,-15.4,-14.9,-15,0,100,100,0,148,90,-15.6
2/21/2023 21:12,38460,-78.6,-15.4,-14.9,-15,0,100,101,0,148,91,-15.6
2/21/2023 21:13,38520,-78.6,-15.4,-14.9,-15,0,100,100,0,148,90,-15.6
2/21/2023 21:14,38580,-78.6,-15.4,-14.9,-15,0,100,100,0,147,90,-15.6
2/21/2023 21:15,38640,-78.6,-15.4,-14.8,-15,0,100,99,0,146,89,-15.6
2/21/2023 21:16,38700,-78.5,-15.4,-14.9,-15,0,100,101,0,148,91,-15.6
2/21/2023 21:17,38760,-78.5,-15.4,-14.9,-15,0,100,100,0,146,90,-15.6
2/21/2023 21:18,38820,-78.6,-15.4,-14.9,-15,0,100,100,0,146,90,-15.6
2/21/2023 21:19,38880,-78.6,-15.4,-14.8,-15,0,100,101,0,147,91,-15.6
2/21/2023 21:20,38940,-78.6,-15.4,-14.9,-15,0,100,100,0,146,90,-15.6
2/21/2023 21:21,39000,-78.6,-15.4,-14.8,-15,0,100,100,0,146,90,-15.6
2/21/2023 21:22,39060,-78.6,-15.4,-14.8,-15,0,100,100,0,145,90,-15.6
2/21/2023 21:23,39120,-78.6,-15.4,-14.9,-15,0,100,99,0,144,89,-15.6
2/21/2023 21:24,39180,-78.6,-15.4,-14.9,-15,0,100,101,0,145,91,-15.6
2/21/2023 21:25,39240,-78.6,-15.4,-14.9,-15,0,100,99,0,143,89,-15.6
2/21/2023 21:26,39300,-78.6,-15.4,-14.9,-15,0,100,101,0,144,91,-15.6
2/21/2023 21:27,39360,-78.7,-15.4,-14.9,-15,0,100,101,0,144,91,-15.6
2/21/2023 21:28,39420,-78.7,-15.4,-14.9,-15,0,100,100,0,143,90,-15.6
2/21/2023 21:29,39480,-78.7,-15.4,-14.8,-15,0,100,100,0,142,89,-15.6
2/21/2023 21:30,39540,-78.6,-15.4,-15,-15,0,100,100,0,142,90,-15.6
2/21/2023 21:31,39600,-78.6,-15.4,-14.9,-15,0,100,100,0,142,90,-15.6
2/21/2023 21:32,39660,-78.7,-15.4,-14.9,-15,0,100,100,0,141,90,-15.6
2/21/2023 21:33,39720,-78.7,-15.4,-14.9,-15,0,100,100,0,141,90,-15.6
2/21/2023 21:34,39780,-78.7,-15.4,-14.9,-15,0,100,100,0,141,90,-15.6
2/21/2023 21:35,39840,-78.7,-15.4,-14.9,-15,0,100,101,0,141,91,-15.6
2/21/2023 21:36,39900,-78.7,-15.4,-14.9,-15,0,100,101,0,140,91,-15.6
2/21/2023 21:37,39960,-78.7,-15.4,-14.9,-15,0,100,99,0,138,89,-15.6
2/21/2023 21:38,40020,-78.7,-15.4,-14.9,-15,0,100,100,0,139,90,-15.6
2/21/2023 21:39,40080,-78.7,-15.4,-14.9,-15,0,100,101,0,139,91,-15.6
2/21/2023 21:40,40140,-78.7,-15.4,-14.9,-15,0,100,100,0,138,90,-15.6
2/21/2023 21:41,40200,-78.7,-15.4,-14.9,-15,0,100,99,0,137,89,-15.6
2/21/2023 21:42,40260,-78.7,-15.4,-14.9,-15,0,100,100,0,137,90,-15.6
2/21/2023 21:43,40320,-78.7,-15.4,-14.8,-15,0,100,100,0,136,90,-15.6
2/21/2023 21:44,40380,-78.6,-15.4,-14.9,-15,0,100,100,0,136,90,-15.6
2/21/2023 21:45,40440,-78.6,-15.4,-14.9,-15,0,100,100,0,135,90,-15.6
2/21/2023 21:46,40500,-78.7,-15.4,-14.8,-15,0,100,100,0,134,90,-15.6
2/21/2023 21:47,40560,-78.7,-15.4,-15,-15,0,100,100,0,133,90,-15.6
2/21/2023 21:48,40620,-78.7,-15.4,-14.9,-15,0,100,99,0,132,89,-15.6
2/21/2023 21:49,40680,-78.7,-15.4,-14.9,-15,0,100,100,0,132,90,-15.6
2/21/2023 21:50,40740,-78.8,-15.4,-14.8,-15,0,100,100,0,131,90,-15.6
2/21/2023 21:51,40800,-78.7,-15.4,-14.8,-15,0,100,100,0,130,90,-15.6
2/21/2023 21:52,40860,-78.7,-15.4,-14.9,-15,0,100,99,0,129,89,-15.6
2/21/2023 21:53,40920,-78.7,-15.4,-14.9,-15,0,100,100,0,129,90,-15.6
2/21/2023 21:54,40980,-78.7,-15.4,-15,-15,0,100,100,0,128,91,-15.6
2/21/2023 21:55,41040,-78.7,-15.4,-14.9,-15,0,100,100,0,127,90,-15.6
2/21/2023 21:56,41100,-78.7,-15.4,-14.9,-15,0,100,100,0,126,90,-15.6
2/21/2023 21:57,41160,-78.7,-15.4,-14.8,-15,0,100,100,0,126,90,-15.6
2/21/2023 21:58,41220,-78.7,-15.4,-14.9,-15,0,100,100,0,125,90,-15.6
2/21/2023 21:59,41280,-78.7,-15.4,-14.9,-15,0,100,100,0,125,90,-15.6
2/21/2023 22:00,41340,-78.7,-15.4,-14.9,-15,0,100,99,0,123,89,-15.6
2/21/2023 22:01,41400,-78.8,-15.4,-15,-15,0,100,100,0,122,90,-15.6
2/21/2023 22:02,41460,-78.8,-15.4,-14.9,-15,0,100,100,0,122,90,-15.6
2/21/2023 22:03,41520,-78.8,-15.4,-14.8,-15,0,100,100,0,121,90,-15.6
2/21/2023 22:04,41580,-78.9,-15.4,-14.8,-15,0,100,101,0,121,91,-15.6
2/21/2023 22:05,41640,-78.9,-15.4,-14.9,-15,0,100,100,0,120,90,-15.6
2/21/2023 22:06,41700,-78.9,-15.4,-14.9,-15,0,100,100,0,119,90,-15.6
2/21/2023 22:07,41760,-78.9,-15.4,-14.9,-15,0,100,99,0,118,89,-15.6
2/21/2023 22:08,41820,-78.9,-15.4,-14.9,-15,0,100,100,0,118,90,-15.6
2/21/2023 22:09,41880,-78.9,-15.4,-14.9,-15,0,100,100,0,118,91,-15.6
2/21/2023 22:10,41940,-78.9,-15.4,-14.8,-15,0,100,100,0,118,90,-15.6
2/21/2023 22:11,42000,-78.9,-15.4,-14.9,-15,0,100,100,0,118,91,-15.6
2/21/2023 22:12,42060,-78.8,-15.4,-14.9,-15,0,100,100,0,117,91,-15.6
2/21/2023 22:13,42120,-78.8,-15.4,-14.9,-15,0,100,100,0,117,91,-15.6
2/21/2023 22:14,42180,-78.8,-15.4,-15,-15,0,100,100,0,116,90,-15.6
2/21/2023 22:15,42240,-78.8,-15.4,-14.9,-15,0,100,100,0,116,90,-15.6
2/21/2023 22:16,42300,-78.8,-15.4,-14.8,-15,0,100,101,0,116,91,-15.6
2/21/2023 22:17,42360,-78.8,-15.4,-14.8,-15,0,100,100,0,115,90,-15.6
2/21/2023 22:18,42420,-78.8,-15.4,-14.9,-15,0,100,100,0,115,90,-15.6
2/21/2023 22:19,42480,-78.8,-15.4,-15,-15,0,100,100,0,114,90,-15.6
2/21/2023 22:20,42540,-78.8,-15.4,-14.9,-15,0,100,100,0,114,90,-15.6
2/21/2023 22:21,42600,-78.8,-15.4,-15,-15,0,100,100,0,114,90,-15.6
2/21/2023 22:22,42660,-78.8,-15.4,-14.8,-15,0,100,100,0,114,90,-15.6
2/21/2023 22:23,42720,-78.8,-15.4,-14.9,-15,0,100,100,0,114,90,-15.6
2/21/2023 22:24,42780,-78.8,-15.4,-14.9,-15,0,100,101,0,114,91,-15.6
2/21/2023 22:25,42840,-78.9,-15.4,-14.9,-15,0,100,100,0,113,90,-15.6
2/21/2023 22:26,42900,-78.9,-15.4,-14.9,-15,0,100,100,0,114,91,-15.6
2/21/2023 22:27,42960,-78.8,-15.4,-14.9,-15,0,100,100,0,113,90,-15.6
2/21/2023 22:28,43020,-78.8,-15.4,-14.9,-15,0,100,101,0,113,91,-15.6
2/21/2023 22:29,43080,-78.8,-15.4,-14.9,-15,0,100,100,0,112,90,-15.6
2/21/2023 22:30,43140,-78.8,-15.4,-14.9,-15,0,100,100,0,112,90,-15.6
2/21/2023 22:31,43200,-78.8,-15.4,-14.9,-15,0,100,100,0,112,91,-15.6
2/21/2023 22:32,43260,-78.8,-15.4,-14.9,-15,0,100,101,0,112,91,-15.6
2/21/2023 22:33,43320,-78.9,-15.4,-14.9,-15,0,100,100,0,111,90,-15.6
2/21/2023 22:34,43380,-78.9,-15.4,-14.9,-15,0,100,99,0,111,90,-15.6
2/21/2023 22:35,43440,-78.9,-15.4,-14.8,-15,0,100,100,0,111,90,-15.6
2/21/2023 22:36,43500,-78.9,-15.4,-14.8,-15,0,100,101,0,112,91,-15.6
2/21/2023 22:37,43560,-78.9,-15.4,-14.9,-15,0,100,100,0,110,90,-15.6
2/21/2023 22:38,43620,-78.9,-15.4,-14.9,-15,0,100,100,0,110,90,-15.6
2/21/2023 22:39,43680,-78.9,-15.4,-14.9,-15,0,100,100,0,110,91,-15.6
2/21/2023 22:40,43740,-78.9,-15.4,-15,-15,0,100,100,0,109,90,-15.6
2/21/2023 22:41,43800,-79,-15.4,-14.9,-15,0,100,101,0,110,91,-15.6
2/21/2023 22:42,43860,-79,-15.4,-14.9,-15,0,100,100,0,109,90,-15.6
2/21/2023 22:43,43920,-79.1,-15.4,-14.9,-15,0,100,101,0,109,91,-15.6
2/21/2023 22:44,43980,-79.1,-15.4,-14.8,-15,0,100,100,0,109,90,-15.6
2/21/2023 22:45,44040,-79.2,-15.4,-14.9,-15,0,100,100,0,108,90,-15.6
2/21/2023 22:46,44100,-79.2,-15.4,-14.9,-15,0,100,100,0,109,91,-15.6
2/21/2023 22:47,44160,-79.2,-15.4,-15,-15,0,100,100,0,108,91,-15.6
2/21/2023 22:48,44220,-79.2,-15.4,-14.9,-15,0,100,101,0,108,91,-15.6
2/21/2023 22:49,44280,-79.3,-15.4,-14.9,-15,0,100,100,0,108,90,-15.6
2/21/2023 22:50,44340,-79.2,-15.4,-15,-15,0,100,100,0,108,90,-15.6
2/21/2023 22:51,44400,-79.2,-15.4,-14.9,-15,0,100,100,0,108,91,-15.6
2/21/2023 22:52,44460,-79.2,-15.4,-14.9,-15,0,100,100,0,108,91,-15.6
2/21/2023 22:53,44520,-79.2,-15.4,-14.9,-15,0,100,100,0,107,90,-15.6
2/21/2023 22:54,44580,-79.2,-15.4,-14.8,-15,0,100,100,0,108,90,-15.6
2/21/2023 22:55,44640,-79.2,-15.4,-14.9,-15,0,100,100,0,108,91,-15.6
2/21/2023 22:56,44700,-79.2,-15.4,-14.9,-15,0,100,100,0,108,91,-15.6
2/21/2023 22:57,44760,-79.1,-15.4,-15,-15,0,100,100,0,107,90,-15.6
2/21/2023 22:58,44820,-79.1,-15.4,-14.9,-15,0,100,100,0,107,90,-15.6
2/21/2023 22:59,44880,-79.1,-15.4,-15,-15,0,100,100,0,107,91,-15.6
2/21/2023 23:00,44940,-79.1,-15.4,-15,-15,0,100,100,0,107,91,-15.6
2/21/2023 23:01,45000,-79.1,-15.4,-14.8,-15,0,100,100,0,107,91,-15.6
2/21/2023 23:02,45060,-79.1,-15.4,-14.9,-15,0,100,100,0,107,90,-15.6
2/21/2023 23:03,45120,-79.1,-15.4,-14.8,-15,0,100,100,0,107,90,-15.6
2/21/2023 23:04,45180,-79,-15.4,-14.9,-15,0,100,100,0,107,90,-15.6
2/21/2023 23:05,45240,-79,-15.4,-14.9,-15,0,100,99,0,106,90,-15.6
2/21/2023 23:06,45300,-79,-15.4,-14.9,-15,0,100,100,0,107,91,-15.6
2/21/2023 23:07,45360,-79,-15.4,-14.9,-15,0,100,100,0,107,91,-15.6
2/21/2023 23:08,45420,-79,-15.4,-15,-15,0,100,100,0,107,90,-15.6
2/21/2023 23:09,45480,-79,-15.4,-15,-15,0,100,100,0,107,91,-15.6
2/21/2023 23:10,45540,-79.1,-15.4,-14.9,-15,0,100,100,0,107,91,-15.6
2/21/2023 23:11,45600,-79.1,-15.4,-14.9,-15,0,100,99,0,106,90,-15.6
2/21/2023 23:12,45660,-79.1,-15.4,-14.8,-15,0,100,100,0,106,90,-15.6
2/21/2023 23:13,45720,-79,-15.4,-14.9,-15,0,100,100,0,106,90,-15.6
2/21/2023 23:14,45780,-79,-15.4,-14.9,-15,0,100,100,0,106,90,-15.6
2/21/2023 23:15,45840,-79,-15.4,-14.9,-15,0,100,101,0,106,91,-15.6
2/21/2023 23:16,45900,-79,-15.4,-15,-15,0,100,100,0,106,90,-15.6
2/21/2023 23:17,45960,-79.1,-15.4,-14.9,-15,0,100,100,0,106,91,-15.6
2/21/2023 23:18,46020,-79.1,-15.4,-14.9,-15,0,100,100,0,106,91,-15.6
2/21/2023 23:19,46080,-79.1,-15.4,-14.9,-15,0,100,99,0,105,90,-15.6
2/21/2023 23:20,46140,-79.1,-15.4,-14.9,-15,0,100,100,0,106,90,-15.6
2/21/2023 23:21,46200,-79,-15.4,-14.9,-15,0,100,100,0,106,91,-15.6
2/21/2023 23:22,46260,-79,-15.4,-14.9,-15,0,100,100,0,106,90,-15.6
2/21/2023 23:23,46320,-79,-15.4,-14.8,-15,0,100,100,0,106,90,-15.6
2/21/2023 23:24,46380,-79,-15.4,-14.9,-15,0,100,99,0,105,90,-15.6
2/21/2023 23:25,46440,-79,-15.4,-14.9,-15,0,100,100,0,106,90,-15.6
2/21/2023 23:26,46500,-79,-15.4,-15,-15,0,100,100,0,106,91,-15.6
2/21/2023 23:27,46560,-79,-15.4,-14.9,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:28,46620,-79,-15.4,-14.9,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:29,46680,-79,-15.4,-14.9,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:30,46740,-79.1,-15.4,-14.9,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:31,46800,-79,-15.4,-14.9,-15,0,100,100,0,105,91,-15.6
2/21/2023 23:32,46860,-79,-15.4,-14.9,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:33,46920,-79.1,-15.4,-14.9,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:34,46980,-79.1,-15.4,-14.9,-15,0,100,100,0,105,91,-15.6
2/21/2023 23:35,47040,-79.1,-15.4,-14.9,-15,0,100,100,0,105,91,-15.6
2/21/2023 23:36,47100,-79.1,-15.4,-14.9,-15,0,100,100,0,105,91,-15.6
2/21/2023 23:37,47160,-79.1,-15.4,-15,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:38,47220,-79.1,-15.4,-14.9,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:39,47280,-79.1,-15.4,-14.9,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:40,47340,-79.1,-15.4,-14.9,-15,0,100,101,0,105,91,-15.6
2/21/2023 23:41,47400,-79.2,-15.4,-14.9,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:42,47460,-79.2,-15.4,-14.9,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:43,47520,-79.2,-15.4,-14.8,-15,0,100,100,0,105,90,-15.6
2/21/2023 23:44,47580,-79.2,-15.4,-14.9,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:45,47640,-79.1,-15.4,-15,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:46,47700,-79.1,-15.4,-15,-15,0,100,101,0,105,91,-15.6
2/21/2023 23:47,47760,-79.1,-15.4,-15,-15,0,100,100,0,104,91,-15.6
2/21/2023 23:48,47820,-79.1,-15.4,-15,-15,0,100,99,0,104,90,-15.6
2/21/2023 23:49,47880,-79.1,-15.4,-14.9,-15,0,100,100,0,105,91,-15.6
2/21/2023 23:50,47940,-79.1,-15.4,-14.9,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:51,48000,-79.1,-15.4,-14.8,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:52,48060,-79.1,-15.4,-15,-15,0,100,101,0,105,91,-15.6
2/21/2023 23:53,48120,-79.1,-15.4,-14.9,-15,0,100,101,0,105,91,-15.6
2/21/2023 23:54,48180,-79.1,-15.4,-14.9,-15,0,100,101,0,104,91,-15.6
2/21/2023 23:55,48240,-79.1,-15.4,-15,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:56,48300,-79.1,-15.4,-15,-15,0,100,100,0,104,90,-15.6
2/21/2023 23:57,48360,-79.2,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/21/2023 23:58,48420,-79.2,-15.4,-15,-15,0,100,100,0,104,91,-15.6
2/21/2023 23:59,48480,-79.2,-15.4,-14.9,-15,0,100,100,0,104,90,-15.6
2/22/2023,48540,-79.2,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:01,48600,-79.1,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:02,48660,-79.1,-15.4,-15,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:03,48720,-79.2,-15.4,-14.9,-15,0,100,100,0,104,91,-15.6
2/22/2023 0:04,48780,-79.2,-15.4,-14.9,-15,0,100,101,0,104,91,-15.6
2/22/2023 0:05,48840,-79.1,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:06,48900,-79.1,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:07,48960,-79.1,-15.4,-15,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:08,49020,-79,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:09,49080,-79,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:10,49140,-79,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:11,49200,-79,-15.4,-14.9,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:12,49260,-79,-15.4,-15,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:13,49320,-79,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:14,49380,-79,-15.4,-15,-15,0,100,100,0,103,90,-15.6
2/22/2023 0:15,49440,-79,-15.4,-15,-15,0,100,100,0,103,91,-15.6
2/22/2023 0:16,49500,-79,-15.4,-15,-15,0,100,100,0,102,90,-15.6
2/22/2023 0:17,49560,-79,-15.4,-14.9,-15,0,100,101,0,103,91,-15.6
