;
;  Proficy Historian SDK Data Export 
;  Generated: 02/17/2023 05:37:07 PM
;  Start Time: 02/16/2023 11:30:00 AM
;  End Time: 02/17/2023 12:30:00 AM
;  Interval: 60000 milliseconds
;  Records Returned: 780
;
Timestamp, SPLYO.CONDENSER_TEMPERATURE.F_CV, SPLYO.SHELF_OUTLET.F_CV, SPLYO.SHELF_INLET.F_CV, SPLYO.SHELF_SP.F_CV, SPLYO.TC_AVG.F_CV, SPLYO.VACUUM_SP.F_CV, SPLYO.CHAMBER_CM.F_CV, SPLYO.ROUGH_VACUUM.F_CV, SPLYO.CHAMBER_PIRANI.F_CV, SPLYO.CONDENSER_VACUUM.F_CV, SPLYO.CHAMBER_PRESSURE.F_CV
02/16/2023 13:38:00, -79.7, -20.9, -21.5, -21.5, 0, 0, 2100, 475, 1047, 2100, -6.2
02/16/2023 13:39:00, -79.6, -21.4, -22, -22, 0, 0, 2100, 474, 1047, 2100, -6.2
02/16/2023 13:40:00, -79.5, -21.9, -22.5, -22.5, 0, 0, 2100, 474, 1047, 2100, -6.2
02/16/2023 13:41:00, -79.5, -22.4, -23, -23, 0, 0, 2100, 474, 1047, 2100, -6.2
02/16/2023 13:42:00, -79.5, -22.9, -23.5, -23.5, 0, 0, 2100, 473, 1047, 2100, -6.2
02/16/2023 13:43:00, -79.4, -23.4, -24, -24, 0, 0, 2100, 473, 1047, 2100, -6.2
02/16/2023 13:44:00, -79.3, -23.9, -24.5, -24.5, 0, 0, 2100, 473, 1047, 2100, -6.2
02/16/2023 13:45:00, -79.2, -24.4, -25, -25, 0, 0, 2100, 473, 1047, 2100, -6.2
02/16/2023 13:46:00, -79.2, -24.9, -25.5, -25.5, 0, 0, 2100, 472, 1047, 2100, -6.3
02/16/2023 13:47:00, -79.1, -25.4, -26, -26, 0, 0, 2100, 473, 1047, 2100, -6.3
02/16/2023 13:48:00, -79.1, -25.9, -26.5, -26.5, 0, 0, 2100, 471, 1047, 2100, -6.3
02/16/2023 13:49:00, -79.1, -26.3, -27, -27, 0, 0, 2100, 471, 1047, 2100, -6.3
02/16/2023 13:50:00, -79.1, -26.8, -27.5, -27.5, 0, 0, 2100, 471, 1047, 2100, -6.3
02/16/2023 13:51:00, -79.1, -27.3, -28, -28, 0, 0, 2100, 471, 1047, 2100, -6.3
02/16/2023 13:52:00, -79.1, -27.8, -28.5, -28.5, 0, 0, 2100, 470, 1047, 2100, -6.3
02/16/2023 13:53:00, -79.1, -28.2, -29, -29, 0, 0, 2100, 469, 1047, 2100, -6.3
02/16/2023 13:54:00, -79, -28.7, -29.5, -29.5, 0, 0, 2100, 469, 1047, 2100, -6.3
02/16/2023 13:55:00, -79, -29.2, -30, -30, 0, 0, 2100, 468, 1047, 2100, -6.3
02/16/2023 13:56:00, -79, -29.7, -30.5, -30.5, 0, 0, 2100, 468, 1047, 2100, -6.3
02/16/2023 13:57:00, -78.9, -30.2, -31, -31, 0, 0, 2100, 468, 1047, 2100, -6.3
02/16/2023 13:58:00, -78.9, -30.7, -31.6, -31.5, 0, 0, 2100, 467, 1047, 2100, -6.3
02/16/2023 13:59:00, -78.9, -31.2, -32, -32, 0, 0, 2100, 467, 1047, 2100, -6.3
02/16/2023 14:00:00, -78.8, -31.7, -32.5, -32.5, 0, 0, 2100, 466, 1047, 2100, -6.4
02/16/2023 14:01:00, -78.8, -32.2, -33, -33, 0, 0, 2100, 465, 1047, 2100, -6.4
02/16/2023 14:02:00, -78.8, -32.7, -33.5, -33.5, 0, 0, 2100, 465, 1047, 2100, -6.4
02/16/2023 14:03:00, -78.7, -33.2, -34, -34, 0, 0, 2100, 465, 1047, 2100, -6.4
02/16/2023 14:04:00, -78.7, -33.6, -34.5, -34.5, 0, 0, 2100, 464, 1047, 2100, -6.4
02/16/2023 14:05:00, -78.7, -34.2, -35.1, -35, 0, 0, 2100, 464, 1047, 2100, -6.4
02/16/2023 14:06:00, -78.6, -34.6, -35.6, -35.5, 0, 0, 2100, 463, 1047, 2100, -6.4
02/16/2023 14:07:00, -78.6, -35.1, -36, -36, 0, 0, 2100, 463, 1047, 2100, -6.4
02/16/2023 14:08:00, -78.6, -35.6, -36.5, -36.5, 0, 0, 2100, 462, 1047, 2100, -6.4
