t,P
0, 30.046848381601393
0.09999999999999987, 29.03357197065057
0.19999999999999996, 37.88743436798565
0.30000000000000004, 45.20441987848625
0.40000000000000013, 49.1738771861576
0.5000000000000002, 59.865342426867585
0.5999999999999999, 60.033361651179035
0.7, 60.033361726293236
0.8000000000000005, 60.03336172629194
0.8999999999999997, 60.03336172629194
1.0000000000000002, 60.03336172629194
1.0999999999999999, 60.03336172629194
1.2, 60.03336172629194
1.3, 60.03336172629194
1.4000000000000001, 60.03336172629194
1.5000000000000002, 60.03336172629194
1.5999999999999999, 60.03336172629194
1.7000000000000004, 60.03336172629194
1.8000000000000005, 60.03336172629194
1.9000000000000006, 60.03336172629194
2, 60.03336172629194
2.1000000000000005, 60.03336172629194
2.2, 60.03336172629194
2.3000000000000007, 60.03336172629194
2.4000000000000004, 60.03336172629194
2.500000000000001, 60.03336172629194
2.6000000000000005, 60.03336172629194
2.700000000000001, 60.03336172629194
2.8000000000000007, 60.03336172629194
2.9000000000000012, 60.03336172629194
3.000000000000001, 60.03336172629194
3.1000000000000014, 60.03336172629194
3.200000000000001, 60.03336172629194
3.3000000000000016, 60.03336172629194
3.4000000000000012, 60.03336172629194
3.5000000000000027, 60.03336172629194
3.6000000000000014, 60.03336172629194
3.700000000000001, 60.03336172629194
3.8000000000000016, 60.03336172629194
3.900000000000002, 60.03336172629194
4.000000000000002, 60.03336172629194
4.100000000000001, 60.03336172629194
4.200000000000001, 60.03336172629194
4.300000000000001, 60.03336172629194
4.4, 60.03336172629194
4.499999999999999, 60.03336172629194
4.6, 60.03336172629194
4.7, 60.03336172629194
4.799999999999999, 60.03336172629194
4.8999999999999995, 60.03336172629207
4.999999999999998, 60.033361099994494
5.099999999999998, 59.974858847807894
5.1999999999999975, 60.03335980298955
5.299999999999997, 60.03336172632878
5.399999999999997, 60.03336172629194
5.4999999999999964, 60.03336172629194
5.599999999999996, 60.03336172629194
5.699999999999996, 60.03336172629194
5.7999999999999945, 60.03336172629194
5.899999999999995, 60.03336172629194
5.999999999999994, 60.03336172629194
6.099999999999993, 60.03336172629194
6.199999999999993, 60.03336172629194
6.299999999999993, 60.03336172629194
6.399999999999992, 60.03336172629194
6.499999999999992, 60.03336172629194
6.599999999999992, 60.03336172629194
6.699999999999991, 60.03336172629194
6.799999999999991, 60.03336172629194
6.899999999999991, 60.03336172629194
6.99999999999999, 60.03336172629194
7.09999999999999, 60.03336172629194
7.1999999999999895, 60.03336172629194
7.299999999999989, 60.03336172629194
7.399999999999989, 60.03336172629194
7.4999999999999885, 60.03336172629194
7.599999999999988, 60.03336172526065
7.699999999999988, 60.03355426035475
7.799999999999987, 49.10644790606287
7.899999999999987, 49.15413518896929
7.999999999999987, 49.1749394178574
8.099999999999987, 49.138444555807524
8.199999999999987, 49.173055009700434
8.299999999999986, 49.1730550823397
8.399999999999986, 49.17305508233963
8.499999999999986, 49.17305508233963
8.599999999999985, 49.17305508233963
8.699999999999985, 49.17305508233963
8.799999999999985, 49.17305508233963
8.899999999999986, 49.17305508233963
8.999999999999984, 49.17305508233963
9.099999999999984, 49.17305508233963
9.199999999999983, 49.17305508233963
9.299999999999983, 49.17305508233963
9.39999999999998, 49.17305508233963
9.499999999999982, 49.173055082339616
9.599999999999982, 49.17305522741887
9.699999999999982, 49.22658701303456
9.799999999999983, 39.5773436242726
9.89999999999998, 49.31991983559831
9.99999999999998, 49.17305588958483
10.09999999999998, 49.173055082340085
10.199999999999982, 49.17305509228436
10.29999999999998, 49.1775331853388
10.399999999999979, 57.15928180494414
10.499999999999979, 60.033412112606726
10.599999999999978, 60.03336533266342
10.699999999999976, 60.44430651906228
10.799999999999978, 79.54841925181047
10.899999999999977, 91.65274157468423
10.999999999999977, 96.90474198914121
11.099999999999978, 97.71671973041572
11.199999999999976, 98.71419505025698
11.299999999999976, 99.63532894255252
