t,pch
0, 16.897548397749468
0.10000000000000009, 16.897548397749468
0.20000000000000018, 16.828588339848068
0.2999999999999998, 17.50518019598497
0.3999999999999999, 17.845603834508985
0.49999999999999956, 18.465798767051716
0.6000000000000001, 18.484322745824606
0.6999999999999993, 18.524138996195084
0.7999999999999998, 18.510222578961425
0.8999999999999995, 18.17650757343265
0.9999999999999996, 18.54369490461341
1.1, 18.466832026837963
1.1999999999999997, 18.44715565813312
1.2999999999999998, 18.434280025816044
1.3999999999999995, 18.427866217963768
1.5, 18.42760884920832
1.5999999999999996, 18.047648406578773
1.7000000000000006, 18.165179806395876
1.8000000000000003, 18.321572893481317
1.9000000000000004, 18.47090898378167
2, 18.471051212339603
2.1, 18.25447145047285
2.1999999999999997, 18.015552546055083
2.300000000000001, 17.09373931089565
2.4, 17.319624611804826
2.4999999999999996, 16.7556191965201
2.600000000000001, 16.806845537520623
2.7000000000000006, 16.853100282312987
2.8000000000000003, 16.911931480270276
2.9, 16.909679674191892
3.0000000000000004, 16.960056477033284
3.100000000000002, 16.888684546827747
3.2000000000000015, 16.760026387434777
3.300000000000001, 16.867644355975415
3.400000000000001, 16.802563338498636
3.500000000000002, 16.721889602181527
3.600000000000002, 16.080521494060342
3.7000000000000015, 16.08052709850613
3.800000000000001, 16.08052728440898
3.9000000000000017, 16.105653572101794
4.000000000000002, 16.08052728482952
4.100000000000001, 16.08327854682713
4.200000000000001, 16.08300759225041
4.300000000000001, 15.579362652223232
4.4, 16.1037068253828
4.5, 15.527639468791897
4.6, 15.523414792200235
4.699999999999999, 15.527765029869464
4.799999999999999, 15.527758980385677
4.899999999999999, 15.495442676210033
4.999999999999998, 15.52653760701294
5.099999999999998, 15.527758973567856
5.1999999999999975, 15.57833972858699
5.299999999999997, 15.050233025092751
5.399999999999997, 15.475293118907551
5.4999999999999964, 15.049588680777838
5.599999999999996, 14.724317425040894
5.699999999999996, 15.050368309961954
5.799999999999995, 15.0503684621414
5.899999999999995, 15.098721766120647
5.999999999999995, 15.050361859000695
6.099999999999994, 15.05036833107684
6.199999999999994, 15.050368330571757
6.299999999999994, 15.050368330571757
6.399999999999993, 15.050368330571757
6.499999999999993, 15.050368330571757
6.5999999999999925, 15.050368330577143
6.699999999999992, 15.050327348455973
6.79999999999999, 14.524365087775152
6.89999999999999, 15.050363643700088
6.999999999999989, 15.050368330888432
7.099999999999989, 15.050368051304318
7.199999999999989, 15.046189118529846
7.299999999999988, 14.403388850771591
7.399999999999988, 14.403378373153132
7.499999999999988, 14.403378373119487
7.599999999999987, 14.403397264687555
7.699999999999987, 14.424927897934026
7.7999999999999865, 13.543454721638355
7.899999999999988, 13.929696518377561
7.999999999999988, 13.959516551639126
8.099999999999987, 13.491569688742317
8.199999999999987, 12.560232872772595
8.299999999999986, 12.537717736369679
8.399999999999986, 12.512367317785674
8.499999999999986, 12.559162820852116
8.599999999999985, 12.540348892599233
8.699999999999983, 12.533315391504459
8.799999999999985, 12.607518871222197
8.899999999999983, 12.533412118996957
8.999999999999984, 12.537604647735272
9.099999999999982, 12.538617770273078
9.199999999999983, 12.533850456279573
9.299999999999981, 12.19014243517141
9.399999999999983, 12.018682179956386
9.49999999999998, 11.579978288478777
9.599999999999982, 12.033729640565866
9.69999999999998, 12.011746504740792
9.79999999999998, 11.585452976194183
9.899999999999979, 10.957342022413357
9.999999999999979, 11.007365909988344
10.099999999999978, 10.918379452009248
10.199999999999978, 10.756400066197081
10.29999999999998, 10.043369451779824
10.399999999999977, 10.075420707118951
10.499999999999979, 10.03170968668038
10.599999999999977, 10.004527994069981
10.699999999999978, 9.735681855382012
10.799999999999976, 9.450331865819805
10.899999999999977, 8.573925732217397
10.999999999999975, 8.321775599097748
11.099999999999977, 9.257187577454133
11.199999999999974, 10.11414171535597
11.299999999999976, 9.975715947192768
11.399999999999974, 10.042763344707645
11.499999999999975, 10.09090602454117
11.599999999999973, 9.69941471064299
11.699999999999973, 9.449520633841296
11.799999999999972, 9.313559651546235
